constituency_no,constituency_name,total_electors,serial_no,candidate_name,sex,age,category,party,symbol,general_votes,postal_votes,total_votes,vote_pct,winner
1,MANJESHWAR,176817,1,P B ABDUL RAZAK,M,55,GEN,MUL,,49795,22,49817,37.46,True
1,MANJESHWAR,176817,2,K SURENDRAN,M,41,GEN,BJP,,43931,58,43989,33.08,False
1,MANJESHWAR,176817,3,ADV. C H KUNHAMBU,M,51,GEN,CPM,,35014,53,35067,26.37,False
1,MANJESHWAR,176817,4,HAFSA MUNEER,F,34,GEN,IND,,1076,0,1076,0.81,False
1,MANJESHWAR,176817,5,ABDUL MAJEED,M,40,GEN,BSP,,869,0,869,0.65,False
1,MANJESHWAR,176817,6,ABDULLA TIMBER,M,54,GEN,IND,,547,0,547,0.41,False
1,MANJESHWAR,176817,7,KUNHAMBU,M,55,GEN,IND,,490,0,490,0.37,False
1,MANJESHWAR,176817,8,ABDUL RAZAK K,M,31,GEN,IND,,465,0,465,0.35,False
1,MANJESHWAR,176817,9,ABBAS M,M,25,GEN,IND,,391,0,391,0.29,False
1,MANJESHWAR,176817,10,ABDULLA P M,M,46,GEN,IND,,262,0,262,0.2,False
2,KASARAGOD,159289,1,N.A.NELLIKKUNNU,M,57,GEN,MUL,,53033,35,53068,45.35,True
2,KASARAGOD,159289,2,JAYALAKSHMI N BHAT,F,53,GEN,BJP,,43223,107,43330,37.02,False
2,KASARAGOD,159289,3,AZEEZ KADAPPURAM,M,44,GEN,INL,,16437,30,16467,14.07,False
2,KASARAGOD,159289,4,A H MUNEER,M,34,GEN,SDPI,,1259,1,1260,1.08,False
2,KASARAGOD,159289,5,GOVINDA RAJA KUNTIKKANAMATA,M,33,GEN,IND,,937,1,938,0.8,False
2,KASARAGOD,159289,6,SAIFUDEEN K MAKKODU,M,48,GEN,BSP,,807,0,807,0.69,False
2,KASARAGOD,159289,7,AJITH KUMAR AZAD,M,36,GEN,IND,,738,1,739,0.63,False
2,KASARAGOD,159289,8,ABDULLA,M,35,GEN,IND,,422,0,422,0.36,False
3,UDMA,173459,1,K.KUNHIRAMAN,M,62,GEN,CPM,,61457,189,61646,47.93,True
3,UDMA,173459,2,ADV. C K SREEDHARAN,M,66,GEN,INC,,50160,106,50266,39.08,False
3,UDMA,173459,3,SUNITHA PRASANTH,F,33,GEN,BJP,,13056,17,13073,10.16,False
3,UDMA,173459,4,FAISAL KOLIYADUKKAM,M,31,GEN,SDPI,,1265,0,1265,0.98,False
3,UDMA,173459,5,P DAMODARAN,M,37,ST,BSP,,1095,1,1096,0.85,False
3,UDMA,173459,6,KRISHNANKUTTY,M,36,ST,IND,,866,0,866,0.67,False
3,UDMA,173459,7,KUNHIRAMAN,M,49,GEN,IND,,414,0,414,0.32,False
4,KANHANGAD,178139,1,E.CHANDRASHEKHARAN,M,63,GEN,CPI,,66398,242,66640,47.65,True
4,KANHANGAD,178139,2,ADV.M C JOSE,M,63,GEN,INC,,54314,148,54462,38.95,False
4,KANHANGAD,178139,3,MADIKAI KAMMARAN,M,72,GEN,BJP,,15514,29,15543,11.11,False
4,KANHANGAD,178139,4,P M JOSEPH,M,51,GEN,IND,,1919,0,1919,1.37,False
4,KANHANGAD,178139,5,GOPALAN K,M,72,SC,BSP,,1271,6,1277,0.91,False
5,TRIKARIPUR,169395,1,K KUNHIRAMAN,M,67,GEN,CPM,,67272,599,67871,49.91,True
5,TRIKARIPUR,169395,2,K.V.GANGADHARAN,M,63,GEN,INC,,58851,255,59106,43.46,False
5,TRIKARIPUR,169395,3,T.RADHAKRISHNAN,M,49,GEN,BJP,,5435,15,5450,4.01,False
5,TRIKARIPUR,169395,4,RAZAK HAJI PARAMBATH,M,44,GEN,SDPI,,1740,1,1741,1.28,False
5,TRIKARIPUR,169395,5,ARUN KUMAR,M,44,SC,BSP,,1030,1,1031,0.76,False
5,TRIKARIPUR,169395,6,K.K.DILEEP KUMAR,M,40,SC,IND,,789,0,789,0.58,False
6,PAYYANNUR,158613,1,C.KRISHNAN,M,62,GEN,CPM,,77395,721,78116,59.78,True
6,PAYYANNUR,158613,2,ADV. K. BRIJESH KUMAR,M,32,GEN,INC,,45769,223,45992,35.2,False
6,PAYYANNUR,158613,3,C.K.RAMESAN MASTER,M,40,GEN,BJP,,5001,18,5019,3.84,False
6,PAYYANNUR,158613,4,GEETHA,F,44,GEN,BSP,,622,3,625,0.48,False
6,PAYYANNUR,158613,5,T.P.PADMANABHAN,M,49,GEN,IND,,533,3,536,0.41,False
6,PAYYANNUR,158613,6,KOTTAYODI  VISWANATHAN,M,57,GEN,SHS,,378,0,378,0.29,False
7,KALLIASSERI,157384,1,T.V. RAJESH,M,37,GEN,CPM,,72746,444,73190,58.62,True
7,KALLIASSERI,157384,2,ADV. P. INDIRA,F,40,GEN,INC,,43109,135,43244,34.64,False
7,KALLIASSERI,157384,3,ADV. SREEKANTH RAVI VARMA,M,43,GEN,BJP,,5489,10,5499,4.4,False
7,KALLIASSERI,157384,4,A.P. MAHAMOOD,M,28,GEN,SDPI,,2281,0,2281,1.83,False
7,KALLIASSERI,157384,5,K. GOPALAKRISHNAN,M,64,SC,BSP,,638,2,640,0.51,False
8,TALIPARAMBA,174788,1,JAMES MATHEW,M,50,GEN,CPM,,80483,548,81031,56.13,True
8,TALIPARAMBA,174788,2,ADV JOB MICHEL,M,45,GEN,KEC(M),,52946,224,53170,36.83,False
8,TALIPARAMBA,174788,3,K.JAYAPRAKASH,M,54,GEN,BJP,,6462,30,6492,4.5,False
8,TALIPARAMBA,174788,4,MUHAMMEDALI.S.P,M,36,GEN,SDPI,,1930,0,1930,1.34,False
8,TALIPARAMBA,174788,5,NIDHEESH THILLANKERI,M,35,GEN,BSP,,923,4,927,0.64,False
8,TALIPARAMBA,174788,6,THOMAS.M.V,M,30,GEN,IND,,813,0,813,0.56,False
9,IRIKKUR,169262,1,K. C. JOSEPH,M,64,GEN,INC,,68244,259,68503,52.41,True
9,IRIKKUR,169262,2,ADV. P. SANTHOSH KUMAR,M,39,GEN,CPI,,56408,338,56746,43.42,False
9,IRIKKUR,169262,3,M. G. RAMAKRISHNAN NAIR,M,63,GEN,BJP,,3518,11,3529,2.7,False
9,IRIKKUR,169262,4,JOSEPH,M,58,GEN,IND,,740,0,740,0.57,False
9,IRIKKUR,169262,5,AMMINI KRISHNAN,F,43,ST,IND,,633,0,633,0.48,False
9,IRIKKUR,169262,6,BIJU THOMAS,M,32,GEN,BSP,,551,1,552,0.42,False
10,AZHIKODE,147782,1,K.M.SHAJI,M,39,GEN,MUL,,54882,195,55077,45.21,True
10,AZHIKODE,147782,2,M.PRAKASHAN MASTER,M,51,GEN,CPM,,54185,399,54584,44.8,False
10,AZHIKODE,147782,3,M.K.SASEENDRAN MASTER,M,60,GEN,BJP,,7523,17,7540,6.19,False
10,AZHIKODE,147782,4,NOUSHAD PUNNAKKAL,M,41,GEN,IND,,2935,0,2935,2.41,False
10,AZHIKODE,147782,5,SHAJI.K.M.,M,39,GEN,IND,,602,0,602,0.49,False
10,AZHIKODE,147782,6,C.BALAKRISHNAN,M,54,SC,BSP,,456,2,458,0.38,False
10,AZHIKODE,147782,7,PAUL T SAMUEL,M,32,GEN,SUCI,,413,1,414,0.34,False
10,AZHIKODE,147782,8,PRAKASHAN KUZHIPARAMBIL,M,46,GEN,IND,,222,0,222,0.18,False
11,KANNUR,143828,1,A.P ABDULLAKUTTY,M,43,GEN,INC,,55146,281,55427,48.89,True
11,KANNUR,143828,2,RAMACHANDRAN KADANNAPPALLI,M,53,GEN,IND,,48565,419,48984,43.21,False
11,KANNUR,143828,3,U.T.JAYANDAN,M,60,GEN,BJP,,4553,15,4568,4.03,False
11,KANNUR,143828,4,ADV.P.C.NOUSHAD,M,37,GEN,SDPI,,2536,2,2538,2.24,False
11,KANNUR,143828,5,M.P.ABDULLAKUTTY,M,51,GEN,IND,,1100,0,1100,0.97,False
11,KANNUR,143828,6,K.SUDHAKARAN,M,36,GEN,IND,,516,1,517,0.46,False
11,KANNUR,143828,7,S.NOORUDHEEN,M,52,GEN,BSP,,223,3,226,0.2,False
12,DHARMADAM,163674,1,K.K. NARAYANAN,M,63,GEN,CPM,,71795,559,72354,53.13,True
12,DHARMADAM,163674,2,MAMBARAM DIVAKARAN,M,58,GEN,IND,,56870,322,57192,42.0,False
12,DHARMADAM,163674,3,C.P.SANGEETHA,F,37,GEN,BJP,,4946,17,4963,3.64,False
12,DHARMADAM,163674,4,POYILORE KUNNUMBROM DIVAKARAN,M,46,GEN,IND,,871,0,871,0.64,False
12,DHARMADAM,163674,5,MADHU.S.VAYANAN,M,55,GEN,BSP,,797,0,797,0.59,False
13,THALASSERY,149689,1,KODIYERI BALAKRISHNAN,M,57,GEN,CPM,,66528,342,66870,56.78,True
13,THALASSERY,149689,2,RIJIL MAKKUTTY,M,28,GEN,INC,,40220,141,40361,34.27,False
13,THALASSERY,149689,3,ADV. V. RATHNAKARAN,M,46,GEN,BJP,,6950,23,6973,5.92,False
13,THALASSERY,149689,4,A.C JALALUDDIN,M,48,GEN,SDPI,,2068,0,2068,1.76,False
13,THALASSERY,149689,5,K.RAGHUNATH,M,41,GEN,BSP,,674,0,674,0.57,False
13,THALASSERY,149689,6,RIJIL MULIYIL,M,31,GEN,IND,,539,0,539,0.46,False
13,THALASSERY,149689,7,BALAKRISHNAN,M,40,GEN,IND,,278,0,278,0.24,False
14,KUTHUPARAMBA,160335,1,K.P.MOHANAN S/O P R KURUP,M,61,GEN,SJD,,57010,154,57164,44.68,True
14,KUTHUPARAMBA,160335,2,S A PUTHIYA VALAPPIL,M,64,GEN,IND,,53555,306,53861,42.1,False
14,KUTHUPARAMBA,160335,3,O.K.VASU MASTER,M,59,GEN,BJP,,11831,4,11835,9.25,False
14,KUTHUPARAMBA,160335,4,K.P. MOHANAN S/O KUNHIKANNAN,M,51,GEN,IND,,1982,0,1982,1.55,False
14,KUTHUPARAMBA,160335,5,S POOVALAPPIL,M,61,GEN,IND,,1199,0,1199,0.94,False
14,KUTHUPARAMBA,160335,6,K.P. MOHANAN S/O NANU,M,48,GEN,IND,,1130,0,1130,0.88,False
14,KUTHUPARAMBA,160335,7,SULAIM T.B,M,31,GEN,IND,,758,0,758,0.59,False
15,MATTANNUR,160711,1,E.P.JAYARAJAN,M,60,GEN,CPM,,74741,436,75177,56.55,True
15,MATTANNUR,160711,2,JOSEPH CHAAVARA,M,50,GEN,SJD,,44480,185,44665,33.6,False
15,MATTANNUR,160711,3,BIJU ELAKKUZHI,M,32,GEN,BJP,,8689,18,8707,6.55,False
15,MATTANNUR,160711,4,ADV.K.C.MUHAMMAD SABEER,M,38,GEN,SDPI,,2757,0,2757,2.07,False
15,MATTANNUR,160711,5,JOSEPH,M,43,GEN,IND,,858,0,858,0.65,False
15,MATTANNUR,160711,6,HAMEED,M,35,GEN,BSP,,781,2,783,0.59,False
16,PERAVOOR,145983,1,ADV.SUNNY JOSEPH,M,58,GEN,INC,,55894,257,56151,48.07,True
16,PERAVOOR,145983,2,K.K.SHAILAJA TEACHER,F,54,GEN,CPM,,52479,232,52711,45.12,False
16,PERAVOOR,145983,3,P.K.VELAYUDHAN.,M,57,SC,BJP,,4045,10,4055,3.47,False
16,PERAVOOR,145983,4,P.K. AYYAPPAN MASTER.,M,59,GEN,SDPI,,1537,0,1537,1.32,False
16,PERAVOOR,145983,5,SUNNY JOSEPH,M,39,GEN,IND,,903,0,903,0.77,False
16,PERAVOOR,145983,6,A.SHYLAJA,F,37,GEN,IND,,565,0,565,0.48,False
16,PERAVOOR,145983,7,RAGHAVAN,M,52,ST,BSP,,526,0,526,0.45,False
16,PERAVOOR,145983,8,RADHAMANI NARAYANA KUMAR,F,50,GEN,IND,,365,0,365,0.31,False
17,MANANTHAVADY  (ST),167097,1,P.K.JAYALAKSHMI,F,28,ST,INC,,62844,152,62996,50.78,True
17,MANANTHAVADY  (ST),167097,2,K.C.KUNHIRAMAN,M,51,ST,CPM,,50059,203,50262,40.52,False
17,MANANTHAVADY  (ST),167097,3,IRUMUTTOOR KUNHAMAN,M,60,ST,BJP,,5727,5,5732,4.62,False
17,MANANTHAVADY  (ST),167097,4,A. GOPAKUMAR,M,45,ST,SDPI,,2341,1,2342,1.89,False
17,MANANTHAVADY  (ST),167097,5,P.U BABU,M,29,ST,IND,,1712,0,1712,1.38,False
17,MANANTHAVADY  (ST),167097,6,ANNAN- MADAKKIMALA,M,54,ST,BSP,,1008,0,1008,0.81,False
18,SULTHANBATHERY  (ST),198645,1,I.C BALAKRISHNAN,M,36,ST,INC,,71417,92,71509,49.14,True
18,SULTHANBATHERY  (ST),198645,2,E.A .SANKARAN,M,36,ST,CPM,,63620,306,63926,43.93,False
18,SULTHANBATHERY  (ST),198645,3,PALLIYARA RAMAN,M,66,ST,BJP,,8818,11,8829,6.07,False
18,SULTHANBATHERY  (ST),198645,4,MUKUNDAN CHEENGERI,M,67,ST,BSP,,1248,0,1248,0.86,False
19,KALPETTA,170245,1,M.V SREYAMSKUMAR,M,44,GEN,SJD,,66871,147,67018,52.94,True
19,KALPETTA,170245,2,P.A MUHAMMED,M,72,GEN,CPM,,48633,216,48849,38.59,False
19,KALPETTA,170245,3,ANAND KUMAR.P.G,M,44,GEN,BJP,,6575,5,6580,5.2,False
19,KALPETTA,170245,4,JAMEELA,F,44,GEN,SDPI,,1596,1,1597,1.26,False
19,KALPETTA,170245,5,K. NASEERUDHEEN,M,32,GEN,IND,,1197,0,1197,0.95,False
19,KALPETTA,170245,6,CLEATUS,M,55,GEN,IND,,758,2,760,0.6,False
19,KALPETTA,170245,7,MUJEEB RAHMAN ANJUKUNNU,M,34,GEN,BSP,,582,1,583,0.46,False
20,VADAKARA,141564,1,C.K.NANU,M,79,GEN,JD(S),,46551,361,46912,41.05,True
20,VADAKARA,141564,2,ADV.M.K. PREMNATH,M,59,GEN,SJD,,45882,183,46065,40.31,False
20,VADAKARA,141564,3,N.VENU,M,46,GEN,IND,,10064,34,10098,8.84,False
20,VADAKARA,141564,4,M.P.RAJAN,M,49,GEN,BJP,,6898,11,6909,6.05,False
20,VADAKARA,141564,5,SAALIM AZHIYUR,M,29,GEN,SDPI,,3487,1,3488,3.05,False
20,VADAKARA,141564,6,V.K.PREMANATHAN,M,57,GEN,IND,,794,1,795,0.7,False
21,KUTTIADI,162389,1,K.K.LATHIKA,F,49,GEN,CPM,,69616,642,70258,49.32,True
21,KUTTIADI,162389,2,SOOPI NARIKKATTERI,M,49,GEN,MUL,,62838,448,63286,44.43,False
21,KUTTIADI,162389,3,V.K.SAJEEVAN,M,35,GEN,BJP,,6251,21,6272,4.4,False
21,KUTTIADI,162389,4,ABDUL RAHEEM MASTER,M,38,GEN,SDPI,,1042,3,1045,0.73,False
21,KUTTIADI,162389,5,M.SATHI,F,47,SC,BSP,,407,0,407,0.29,False
21,KUTTIADI,162389,6,SOOPI THODUVAYIL VALAPPIL MEETHAL,M,42,GEN,IND,,333,0,333,0.23,False
21,KUTTIADI,162389,7,LATHIKA VALIYAKULANGARA KUNIYIL,F,36,GEN,IND,,247,0,247,0.17,False
21,KUTTIADI,162389,8,SOOPI ALAKKATT,M,69,GEN,IND,,209,0,209,0.15,False
21,KUTTIADI,162389,9,LATHIKA NIDUMANALKUNI,F,41,GEN,IND,,207,0,207,0.15,False
21,KUTTIADI,162389,10,"M.K.RAJAN,",M,49,GEN,SUCI,,189,0,189,0.13,False
22,NADAPURAM,177993,1,E.K.VIJAYAN,M,58,GEN,CPI,,71791,287,72078,49.22,True
22,NADAPURAM,177993,2,V.M.CHANDRAN,M,49,GEN,INC,,64229,303,64532,44.07,False
22,NADAPURAM,177993,3,ADV.PRAKASH BABU,M,31,GEN,BJP,,6053,5,6058,4.14,False
22,NADAPURAM,177993,4,ISMAIL KAMMANA,M,39,GEN,SDPI,,1865,0,1865,1.27,False
22,NADAPURAM,177993,5,CHANDRAN,M,41,GEN,IND,,745,0,745,0.51,False
22,NADAPURAM,177993,6,C.K VIJAYAN,M,45,GEN,IND,,708,0,708,0.48,False
22,NADAPURAM,177993,7,K.P.VIJAYAN,M,37,GEN,IND,,444,0,444,0.3,False
23,QUILANDY,166632,1,K.DASAN,M,58,GEN,CPM,,63783,591,64374,47.2,True
23,QUILANDY,166632,2,AD.K.P.ANIL KUMAR,M,42,GEN,INC,,59915,320,60235,44.16,False
23,QUILANDY,166632,3,T.P.JAYACHANDRAN MASTER,M,49,GEN,BJP,,8067,19,8086,5.93,False
23,QUILANDY,166632,4,C.MUNEER,M,34,GEN,IND,,985,0,985,0.72,False
23,QUILANDY,166632,5,"RASHID,P.T",M,33,GEN,SDPI,,985,0,985,0.72,False
23,QUILANDY,166632,6,K.P.ANILKUMAR,M,49,GEN,IND,,520,0,520,0.38,False
23,QUILANDY,166632,7,"K.V.KRISHNAN,KODUVAYAL",M,48,GEN,BSP,,466,0,466,0.34,False
23,QUILANDY,166632,8,DASAN M.K,M,47,GEN,IND,,418,0,418,0.31,False
23,QUILANDY,166632,9,"DASAN,V.K",M,53,GEN,IND,,325,0,325,0.24,False
24,PERAMBRA,159699,1,K. KUNHAMMAD MASTER,M,61,GEN,CPM,,69439,809,70248,51.91,True
24,PERAMBRA,159699,2,ADV. MOHAMMED IKBAL,M,42,GEN,KEC(M),,54535,444,54979,40.62,False
24,PERAMBRA,159699,3,P.CHANDRIKA TEACHER,F,58,GEN,BJP,,7201,13,7214,5.33,False
24,PERAMBRA,159699,4,T.K.KUNHAMMAD FAISY,M,43,GEN,SDPI,,1491,3,1494,1.1,False
24,PERAMBRA,159699,5,AKHILKUMAR,M,25,SC,IND,,800,1,801,0.59,False
24,PERAMBRA,159699,6,K.K.VASU,M,55,SC,BSP,,598,0,598,0.44,False
25,BALUSSERI  (SC),185109,1,PURUSHAN KADALUNDI,M,62,SC,CPM,,73631,628,74259,49.18,True
25,BALUSSERI  (SC),185109,2,A. BALARAM,M,70,SC,INC,,64852,525,65377,43.29,False
25,BALUSSERI  (SC),185109,3,ADV.T.K.RAMAN,M,69,SC,BJP,,9287,17,9304,6.16,False
25,BALUSSERI  (SC),185109,4,BHADRAN.M.P,M,47,SC,SDPI,,1404,0,1404,0.93,False
25,BALUSSERI  (SC),185109,5,K.K.SATHEESH,M,38,SC,BSP,,659,1,660,0.44,False
26,ELATHUR,162830,1,A.K. SASEENDRAN,M,64,GEN,NCP,,66590,553,67143,50.14,True
26,ELATHUR,162830,2,SHAIK P HARRIZ,M,45,GEN,SJD,,52005,484,52489,39.2,False
26,ELATHUR,162830,3,V V RAJAN,M,54,GEN,BJP,,11859,42,11901,8.89,False
26,ELATHUR,162830,4,A SASINDRAN,M,54,GEN,IND,,1400,2,1402,1.05,False
26,ELATHUR,162830,5,RAMESH NANMANDA,M,41,SC,BSP,,970,1,971,0.73,False
27,KOZHIKODE NORTH,150425,1,A. PRADEEP KUMAR,M,46,GEN,CPM,,56624,499,57123,49.12,True
27,KOZHIKODE NORTH,150425,2,P.V GANGADHARAN,M,67,GEN,INC,,47837,288,48125,41.38,False
27,KOZHIKODE NORTH,150425,3,P. REGHUNATH,M,42,GEN,BJP,,9874,20,9894,8.51,False
27,KOZHIKODE NORTH,150425,4,PRADEEP KUMAR,M,48,GEN,IND,,420,0,420,0.36,False
27,KOZHIKODE NORTH,150425,5,GANGADHARAN,M,63,GEN,IND,,366,1,367,0.32,False
27,KOZHIKODE NORTH,150425,6,LOOKA JOSEPH,M,58,GEN,BSP,,229,0,229,0.2,False
27,KOZHIKODE NORTH,150425,7,P.M SREEKUMAR,M,42,GEN,SUCI,,142,0,142,0.12,False
28,KOZHIKODE SOUTH,132780,1,DR. M.K. MUNEER,M,48,GEN,MUL,,47646,125,47771,46.08,True
28,KOZHIKODE SOUTH,132780,2,C.P. MUSAFER AHAMMED,M,39,GEN,CPM,,46219,176,46395,44.75,False
28,KOZHIKODE SOUTH,132780,3,JAYA SADANANDAN,F,43,GEN,BJP,,7500,12,7512,7.25,False
28,KOZHIKODE SOUTH,132780,4,FAIZ MOHAMMED,M,45,GEN,SDPI,,747,2,749,0.72,False
28,KOZHIKODE SOUTH,132780,5,T.T. MUNEER,M,39,GEN,IND,,488,0,488,0.47,False
28,KOZHIKODE SOUTH,132780,6,MUSSAFAR AHAMMED,M,33,GEN,IND,,433,0,433,0.42,False
28,KOZHIKODE SOUTH,132780,7,MUHAMMED ASHARAF,M,51,GEN,BSP,,322,1,323,0.31,False
29,BEYPORE,164045,1,ELAMARAM KAREEM,M,57,GEN,CPM,,60280,270,60550,46.8,True
29,BEYPORE,164045,2,ADAM MULSI .M.P.,M,30,GEN,INC,,55061,173,55234,42.69,False
29,BEYPORE,164045,3,K.P.SREESAN,M,56,GEN,BJP,,11031,9,11040,8.53,False
29,BEYPORE,164045,4,MUHAMMED MUSTHAFA,M,29,GEN,SDPI,,952,2,954,0.74,False
29,BEYPORE,164045,5,K.S.HARIHARAN,M,48,GEN,IND,,562,2,564,0.44,False
29,BEYPORE,164045,6,K.T.LATHA,F,46,SC,BSP,,469,0,469,0.36,False
29,BEYPORE,164045,7,ADAM MALIQUE .E,M,36,GEN,IND,,396,0,396,0.31,False
